Date,Open,High,Low,Close,Adj Close,Volume
2018-07-25,36928.058594,36947.179688,36803.148438,36858.230469,36858.230469,11000
2018-07-26,36928.378906,37061.621094,36852.531250,36984.640625,36984.640625,17800
2018-07-27,37253.859375,37368.621094,37134.878906,37336.851563,37336.851563,14700
2018-07-30,37491.390625,37533.500000,37292.449219,37494.398438,37494.398438,14100
2018-07-31,37534.949219,37644.589844,37298.750000,37606.578125,37606.578125,14000
2018-08-01,37643.871094,37711.871094,37432.910156,37521.621094,37521.621094,16100
2018-08-02,37529.691406,37529.691406,37128.988281,37165.160156,37165.160156,11700
2018-08-03,37327.160156,37582.269531,37319.609375,37556.160156,37556.160156,17800
2018-08-06,37714.699219,37805.250000,37643.289063,37691.890625,37691.890625,12400
2018-08-07,37849.210938,37876.871094,37586.878906,37665.800781,37665.800781,15900
2018-08-08,37756.238281,37931.421875,37641.398438,37887.558594,37887.558594,9400
2018-08-09,37994.511719,38076.230469,37939.281250,38024.371094,38024.371094,15300
2018-08-10,38050.070313,38051.449219,37815.750000,37869.230469,37869.230469,15600
2018-08-13,37693.191406,37799.539063,37559.261719,37644.898438,37644.898438,11400
2018-08-14,37749.589844,37932.398438,37689.710938,37852.000000,37852.000000,11300
2018-08-16,37796.011719,37891.921875,37634.128906,37663.558594,37663.558594,13000
2018-08-17,37898.601563,38022.320313,37840.160156,37947.878906,37947.878906,10000
2018-08-20,38075.070313,38340.691406,38050.691406,38278.750000,38278.750000,11800
2018-08-21,38360.320313,38402.960938,38213.871094,38285.750000,38285.750000,8900
2018-08-23,38416.648438,38487.628906,38227.359375,38336.761719,38336.761719,11100
2018-08-24,38366.789063,38429.500000,38172.769531,38251.800781,38251.800781,10700
2018-08-27,38472.031250,38736.878906,38416.730469,38694.109375,38694.109375,10800
2018-08-28,38814.761719,38938.910156,38760.578125,38896.628906,38896.628906,9900
2018-08-29,38989.648438,38989.648438,38679.570313,38722.929688,38722.929688,11400
2018-08-30,38796.980469,38819.058594,38581.828125,38690.101563,38690.101563,10800
2018-08-31,38704.839844,38838.449219,38562.210938,38645.070313,38645.070313,18000
2018-09-03,38915.910156,38934.351563,38270.011719,38312.519531,38312.519531,12300
2018-09-04,38460.960938,38518.558594,38098.601563,38157.921875,38157.921875,12500
2018-09-05,38192.949219,38250.609375,37774.421875,38018.308594,38018.308594,14800
2018-09-06,38161.851563,38320.960938,37912.500000,38242.808594,38242.808594,9300
2018-09-07,38314.550781,38421.558594,38067.218750,38389.820313,38389.820313,18700
2018-09-10,38348.390625,38354.519531,37882.828125,37922.171875,37922.171875,20500
2018-09-11,38017.488281,38043.269531,37361.199219,37413.128906,37413.128906,11900
2018-09-12,37546.421875,37752.578125,37342.000000,37717.960938,37717.960938,13600
2018-09-14,37939.289063,38125.621094,37859.519531,38090.640625,38090.640625,12200
2018-09-17,38027.808594,38027.808594,37548.929688,37585.511719,37585.511719,8800
2018-09-18,37660.191406,37745.441406,37242.851563,37290.671875,37290.671875,10900
2018-09-19,37432.929688,37530.628906,37062.691406,37121.218750,37121.218750,13000
2018-09-21,37278.890625,37489.238281,35993.640625,36841.601563,36841.601563,41100
2018-09-24,36924.718750,36945.500000,36216.949219,36305.019531,36305.019531,23300
2018-09-25,36350.250000,36705.789063,36064.101563,36652.058594,36652.058594,20500
2018-09-26,36936.640625,36938.738281,36357.929688,36542.269531,36542.269531,21800
2018-09-27,36691.929688,36711.621094,36238.230469,36324.171875,36324.171875,17800
2018-09-28,36452.738281,36551.859375,35985.628906,36227.140625,36227.140625,22800
2018-10-01,36274.250000,36616.640625,35960.648438,36526.140625,36526.140625,21300
2018-10-03,36602.851563,36602.851563,35911.820313,35975.628906,35975.628906,25100
2018-10-04,35820.531250,35820.531250,35022.121094,35169.160156,35169.160156,21300
2018-10-05,35097.988281,35118.539063,34202.218750,34376.988281,34376.988281,22100
2018-10-08,34412.359375,34636.429688,33974.660156,34474.378906,34474.378906,20400
2018-10-09,34651.820313,34711.679688,34233.500000,34299.468750,34299.468750,30300
2018-10-10,34493.210938,34858.351563,34346.500000,34760.890625,34760.890625,24400
2018-10-11,34063.820313,34325.179688,33723.531250,34001.148438,34001.148438,30700
2018-10-12,34291.921875,34808.421875,34279.781250,34733.578125,34733.578125,31300
2018-10-15,34971.828125,35008.648438,34559.980469,34865.101563,34865.101563,10600
2018-10-16,35004.328125,35215.789063,34913.058594,35162.480469,35162.480469,12900
2018-10-17,35543.378906,35605.429688,34727.160156,34779.578125,34779.578125,17700
