Date,Open,High,Low,Close,Adj Close,Volume
2018-05-09,5900.000000,5930.000000,5850.000000,5900.000000,5673.055664,850800
2018-05-10,5900.000000,5970.000000,5850.000000,5970.000000,5740.362793,720100
2018-05-11,5980.000000,6070.000000,5810.000000,6060.000000,5826.901367,2111700
2018-05-14,6010.000000,6200.000000,5990.000000,6140.000000,5903.824219,1563700
2018-05-15,6130.000000,6220.000000,6090.000000,6150.000000,5913.439453,1238700
2018-05-16,6110.000000,6170.000000,6060.000000,6130.000000,5894.208496,1024200
2018-05-17,6140.000000,6150.000000,6060.000000,6130.000000,5894.208496,832500
2018-05-18,6130.000000,6180.000000,6100.000000,6170.000000,5932.669922,636500
2018-05-21,6170.000000,6220.000000,6130.000000,6130.000000,5894.208496,771100
2018-05-22,6120.000000,6180.000000,6100.000000,6140.000000,5903.824219,546600
2018-05-23,6120.000000,6200.000000,6050.000000,6050.000000,5817.286133,1289200
2018-05-24,6040.000000,6110.000000,6020.000000,6060.000000,5826.901367,962500
2018-05-25,6040.000000,6080.000000,6000.000000,6040.000000,5807.670898,835700
2018-05-28,6040.000000,6140.000000,6030.000000,6130.000000,5894.208496,606500
2018-05-29,6070.000000,6120.000000,6040.000000,6100.000000,5865.362793,698800
2018-05-30,6100.000000,6150.000000,6060.000000,6090.000000,5855.747559,1053400
2018-05-31,6170.000000,6170.000000,5940.000000,5990.000000,5759.593750,3405800
2018-06-01,6000.000000,6140.000000,6000.000000,6110.000000,5874.978027,1063200
2018-06-04,6130.000000,6190.000000,6110.000000,6180.000000,5942.285645,683200
2018-06-05,6210.000000,6250.000000,6120.000000,6150.000000,5913.439453,736300
2018-06-06,6170.000000,6250.000000,6140.000000,6220.000000,5980.747070,926600
2018-06-07,6210.000000,6220.000000,6170.000000,6170.000000,5932.669922,947600
2018-06-08,6140.000000,6210.000000,6140.000000,6140.000000,5903.824219,790400
2018-06-11,6120.000000,6180.000000,6110.000000,6150.000000,5913.439453,484700
2018-06-12,6170.000000,6250.000000,6170.000000,6240.000000,5999.978027,845100
2018-06-13,6190.000000,6290.000000,6190.000000,6270.000000,6028.823730,622300
