Date,Open,High,Low,Close,Adj Close,Volume
2018-06-14,6220.000000,6230.000000,6150.000000,6200.000000,5961.516113,734700
2018-06-15,6210.000000,6210.000000,6130.000000,6170.000000,5932.669922,854100
2018-06-18,6190.000000,6210.000000,6090.000000,6170.000000,5932.669922,721900
2018-06-19,6160.000000,6220.000000,6120.000000,6150.000000,5913.439453,954700
2018-06-20,6130.000000,6150.000000,6000.000000,6130.000000,5894.208496,1280300
2018-06-21,6090.000000,6130.000000,6040.000000,6080.000000,5846.131836,929900
2018-06-22,6020.000000,6080.000000,6020.000000,6030.000000,5798.055176,813200
2018-06-25,6030.000000,6050.000000,5950.000000,6000.000000,5769.209473,835900
2018-06-26,5940.000000,6050.000000,5900.000000,6040.000000,5807.670898,800800
2018-06-27,6010.000000,6220.000000,5970.000000,6200.000000,5961.516113,1213400
2018-06-28,6190.000000,6220.000000,6100.000000,6170.000000,5932.669922,1166400
2018-06-29,6160.000000,6170.000000,6070.000000,6110.000000,5874.978027,884000
2018-07-02,6080.000000,6180.000000,5970.000000,5980.000000,5749.978516,1016700
2018-07-03,5980.000000,6030.000000,5920.000000,5960.000000,5730.748047,954800
2018-07-04,5930.000000,6080.000000,5930.000000,6030.000000,5798.055176,714600
2018-07-05,6020.000000,6070.000000,5990.000000,6020.000000,5788.439453,792300
2018-07-06,6040.000000,6040.000000,5970.000000,6000.000000,5769.209473,1130100
2018-07-09,6050.000000,6080.000000,6020.000000,6060.000000,5826.901367,923000
2018-07-10,6080.000000,6200.000000,6060.000000,6150.000000,5913.439453,821700
2018-07-11,6160.000000,6230.000000,6120.000000,6170.000000,5932.669922,861800
2018-07-12,6180.000000,6190.000000,6070.000000,6070.000000,5836.516113,663600
2018-07-13,6100.000000,6130.000000,6080.000000,6130.000000,5894.208496,542900
2018-07-16,6130.000000,6130.000000,6130.000000,6130.000000,5894.208496,0
2018-07-17,6110.000000,6180.000000,6100.000000,6160.000000,5923.054688,607100
2018-07-18,6180.000000,6230.000000,6150.000000,6150.000000,5913.439453,497100
2018-07-19,6190.000000,6240.000000,6160.000000,6170.000000,5932.669922,536100
2018-07-20,6120.000000,6130.000000,6050.000000,6090.000000,5855.747559,805400
2018-07-23,6030.000000,6090.000000,6020.000000,6050.000000,5817.286133,498700
2018-07-24,6100.000000,6140.000000,6080.000000,6140.000000,5903.824219,316500
2018-07-25,6170.000000,6210.000000,6150.000000,6180.000000,5942.285645,416100
2018-07-26,6220.000000,6300.000000,6180.000000,6190.000000,5951.900879,895100
2018-07-27,6230.000000,6280.000000,6230.000000,6240.000000,5999.978027,464500
2018-07-30,6230.000000,6250.000000,6200.000000,6210.000000,5971.131348,341300
2018-07-31,6250.000000,6270.000000,6190.000000,6210.000000,5971.131348,708300
2018-08-01,6170.000000,6180.000000,6080.000000,6090.000000,5855.747559,605800
2018-08-02,6100.000000,6140.000000,6040.000000,6050.000000,5817.286133,552300
2018-08-03,6030.000000,6030.000000,5960.000000,6030.000000,5798.055176,541800
2018-08-06,6020.000000,6050.000000,5170.000000,5300.000000,5096.134277,3424400
2018-08-07,5350.000000,5480.000000,5180.000000,5360.000000,5153.826660,3442500
2018-08-08,5360.000000,5360.000000,5170.000000,5190.000000,4990.365723,1371700
2018-08-09,5200.000000,5250.000000,5170.000000,5190.000000,4990.365723,753300
2018-08-10,5190.000000,5190.000000,5080.000000,5110.000000,4913.443359,997700
2018-08-13,5110.000000,5120.000000,5000.000000,5020.000000,4826.904785,708700
2018-08-14,5070.000000,5180.000000,5020.000000,5180.000000,4980.750488,721800
2018-08-15,5180.000000,5210.000000,5080.000000,5110.000000,4913.443359,556300
2018-08-16,5040.000000,5070.000000,4980.000000,5060.000000,4865.366699,822400
2018-08-17,5080.000000,5090.000000,4985.000000,5000.000000,4807.674316,549900
2018-08-20,5000.000000,5160.000000,4995.000000,5130.000000,4932.673828,1111500
2018-08-21,5100.000000,5160.000000,5070.000000,5120.000000,4923.058594,897100
2018-08-22,5140.000000,5140.000000,5070.000000,5090.000000,4894.212891,410800
2018-08-23,5060.000000,5090.000000,5040.000000,5050.000000,4855.750977,468500
2018-08-24,5080.000000,5110.000000,5020.000000,5090.000000,4894.212891,486000
2018-08-27,5100.000000,5130.000000,5090.000000,5130.000000,4932.673828,377700
2018-08-28,5170.000000,5190.000000,5110.000000,5140.000000,4942.289551,664200
2018-08-29,5110.000000,5120.000000,5030.000000,5030.000000,4836.520508,936100
2018-08-30,5030.000000,5050.000000,4990.000000,4990.000000,4798.059082,843400
2018-08-31,4980.000000,4990.000000,4890.000000,4970.000000,4778.828125,1132700
2018-09-03,4990.000000,5000.000000,4910.000000,4915.000000,4725.943359,464200
2018-09-04,4975.000000,5040.000000,4955.000000,5000.000000,4807.674316,817900
2018-09-05,4955.000000,5040.000000,4945.000000,4985.000000,4793.251465,845700
2018-09-06,5000.000000,5070.000000,4950.000000,5020.000000,4826.904785,912400
2018-09-07,4995.000000,4995.000000,4860.000000,4880.000000,4692.290527,1078600
