"Index" "Amada.Open" "Amada.High" "Amada.Low" "Amada.Close" "Amada.Volume" "Amada.Adjusted" "Hokuetsu.Open" "Hokuetsu.High" "Hokuetsu.Low" "Hokuetsu.Close" "Hokuetsu.Volume" "Hokuetsu.Adjusted" "Mitsubishi.Open" "Mitsubishi.High" "Mitsubishi.Low" "Mitsubishi.Close" "Mitsubishi.Volume" "Mitsubishi.Adjusted" "Secom.Open" "Secom.High" "Secom.Low" "Secom.Close" "Secom.Volume" "Secom.Adjusted" "Tokyu.Open" "Tokyu.High" "Tokyu.Low" "Tokyu.Close" "Tokyu.Volume" "Tokyu.Adjusted"
"2018-05-23" 1283 1289 1270 -0.0164002113940054 1788200 1194.762085 603 603 593 -0.0148886124937508 1218600 582.816345 898 903 884 -0.0123250859926207 6206400 844.306702 8088 8159 8067 -0.0101023404447744 727900 7867.016113 811 814 796 -0.00621506040343434 1877400 775.968933
"2018-05-24" 1260 1260 1228 -0.0311900532681832 2070700 1158.07251 595 595 583 -0.0185034715645598 892300 572.131409 867 880 847 -0.0390854348178999 10150700 811.943176 8095 8167 8084 0.0054334537229952 505100 7909.87793 788 790 773 -0.0329560876832957 3606500 750.812866
"2018-05-25" 1224 1232 1213 -0.0139061545650101 1587800 1142.07959 586 592 584 0.00169635324817818 566200 573.102783 833 843 828 -0.0177414470095965 8308900 797.665161 8108 8164 8079 0.00319685505263401 512200 7935.20459 770 778 763 -0.00516797015844261 2471800 746.942688
"2018-05-28" 1210 1217 1204 -0.00247422806635189 1319600 1139.257202 590 616 589 0.0366097456125614 1001800 594.472778 840 848 838 0.00594885751977259 3711900 802.4245 8126 8156 8109 -0.00024554941805377 300500 7933.256348 781 789 778 0.0205135398331029 2306800 762.42334
"2018-05-29" 1211 1224 1208 0.00329761222155689 1919200 1143.020386 607 610 597 -0.0148150857851403 842800 585.730469 842 843 829 -0.0131345171806467 4117500 791.953979 8186 8208 8134 0.00758413421182702 496600 7993.652344 793 802 789 0.0138628559083953 2984100 773.066345
"2018-05-30" 1188 1189 1176 -0.0292296383149386 1998800 1110.093872 600 609 592 -0.00165975141836494 742800 584.759094 810 818 808 -0.0231013312733985 5505700 773.868408 8103 8171 8101 -0.00782974393920632 723200 7931.308594 786 795 782 -0.00753772413142695 2605200 767.261108
"2018-05-31" 1195 1198 1176 0.00338409798424077 2283100 1113.856812 603 603 587 -0.0201349084090561 819400 573.102783 823 827 816 0.0134394203616619 5190400 784.33905 8158 8189 8111 -0.00282885620047857 1205100 7908.90332 807 812 800 0.0137760475441189 2885400 777.904053
"2018-06-01" 1172 1179 1163 -0.00677968698537867 1819700 1106.330933 584 597 583 0.00338409798424077 636300 575.045532 824 840 820 0.00604962522582309 5e+06 789.098328 8118 8176 8090 0.00135392967941073 647500 7919.619141 796 798 787 -0.0188329483330927 2105600 763.390869
"2018-06-04" 1195 1205 1188 0.0168638060520045 1640600 1125.145996 601 605 593 0.00505477066162463 780000 577.959595 842 862 841 0.0367122341122581 5388300 818.606262 8150 8229 8140 0.00331553075872293 567600 7945.92041 800 807 796 0.0138454068220533 1285700 774.033875
"2018-06-05" 1195 1199 1187 -0.00502934840500213 1198200 1119.501343 602 602 595 0.00836824967051619 565200 582.816345 870 872 857 0.00695251931488183 5145200 824.317505 8177 8207 8137 -0.000613158398019564 479500 7941.049805 802 803 786 -0.00878850603307946 1837600 767.261108
"2018-06-06" 1183 1188 1173 -0.00843886864586452 2371300 1110.093872 604 613 600 0.011599135843352 704700 589.615967 866 870 857 -0.00462963789874227 3689000 820.51001 8150 8217 8150 0.00623664510018962 478800 7990.729492 798 812 798 0.0175004466351014 1654200 780.806641
"2018-06-07" 1189 1193 1175 -0.00169635324817818 2040700 1108.21228 613 623 613 0.0130934767470192 684500 597.386841 868 874 862 0.0092379409849368 4091800 828.124878 8234 8265 8186 -0.000731707349718391 608000 7984.885254 812 818 810 0.012315426590054 2073900 790.481995
"2018-06-08" 1170 1186 1166 -0.00766940273946393 2244200 1099.745605 606 608 595 -0.0313816007411676 1231200 578.930969 865 877 862 0.00229621226035004 4997400 830.028687 8226 8306 8220 0.00717197506831191 954900 8042.35791 820 826 809 -0.00984017780151181 2598200 782.74176
"2018-06-11" 1162 1175 1150 0.00170940212564918 1444200 1101.626953 595 601 593 -0.00167926151971987 658200 577.959595 880 884 869 0.00571756846320337 4413600 834.788025 8259 8285 8228 0.000726480235366367 344400 8048.203125 804 812 798 0 1050000 782.74176
"2018-06-12" 1176 1176 1153 -0.014623916529672 1493000 1085.634155 602 602 595 0.0100335289895774 590400 583.78772 885 887 870 -0.00571756846320337 4977000 830.028687 8347 8389 8310 0.00939652739608299 540400 8124.18457 815 815 805 -0.00371517455186332 1584900 779.839111
"2018-06-13" 1150 1161 1149 0.00173160216427792 1171300 1087.515625 604 607 600 0.00497926339960753 470500 586.701782 872 891 871 0.0181823190831905 4426200 845.258606 8364 8383 8340 0.00107855484120734 307300 8132.951172 802 822 802 0.0160003413464418 1179700 792.417114
"2018-06-14" 1150 1154 1141 -0.0113093854375128 1297400 1075.285889 602 602 594 -0.0166948785721699 533800 576.98822 883 894 883 -0.00451468035452685 4528000 841.45105 8348 8358 8228 -0.0138698478641501 504100 8020.927734 815 817 795 -0.0284848980086867 2098400 770.163696
"2018-06-15" 1140 1141 1120 -0.00967040503168182 2381500 1064.9375 596 596 589 -0.0050633019565467 570100 574.074158 888 888 871 -0.00226500663085183 3843700 839.547363 8297 8297 8213 0.00436258568788617 681400 8055.996094 798 802 787 0.00626176122397659 2769000 775.001404
"2018-06-18" 1131 1131 1095 -0.0223323260544914 1480500 1041.418457 589 592 580 -0.0153455696746603 984600 565.331909 874 877 865 -0.0114026320978118 2833900 830.028687 8267 8269 8207 -0.00230010391339341 258400 8037.487305 798 801 788 -0.00124921940043254 1469200 774.033875
"2018-06-19" 1095 1098 1067 -0.0358659131884966 2848000 1004.728943 578 588 570 -0.0208340869028421 1255400 553.675537 863 876 862 0.00229095174655569 5009500 831.932434 8219 8259 8186 -0.00681019292641238 607300 7982.937012 796 802 792 -0.00878850603307946 2108000 767.261108
"2018-06-20" 1065 1081 1042 0.0102469457379941 1851100 1015.077454 563 565 548 -0.019486887673497 1210300 542.990601 876 885 868 0.0113766869821079 5330800 841.45105 8239 8366 8239 0.0192162538791898 774800 8137.822754 792 802 783 0.010037725433512 2079600 775.001404
"2018-06-21" 1075 1088 1067 0.000926354860131262 1218000 1016.018005 556 561 550 -0.00358423322781487 758800 541.047913 883 883 871 -0.00795007026546024 3606700 834.788025 8350 8458 8318 0.00870037071523377 642000 8208.933594 789 799 785 -0.00626176122397659 2002300 770.163696
"2018-06-22" 1065 1075 1056 -0.00930239266231414 1977300 1006.610596 550 559 547 0 993700 541.047913 870 893 867 0.0158374350986259 6697400 848.114197 8403 8407 8331 -0.00738450235142984 453300 8148.537598 791 794 786 -0.00883286499850922 1538600 763.390869
"2018-06-25" 1077 1090 1073 0.00837603780218288 1601200 1015.077454 559 564 555 0 781000 541.047913 887 887 863 -0.02961492053893 4964000 823.365601 8365 8367 8311 -0.00119617239142933 350100 8138.796387 790 791 777 -0.0140397966674826 1395900 752.747864
"2018-06-26" 1065 1090 1058 0.0073869218630751 1360500 1022.603333 553 565 549 0.0107143882124063 672500 546.876099 863 881 849 0.014917086703238 8293300 835.739868 8317 8368 8283 -0.0015571662726046 519900 8126.132813 766 786 764 0.00768249617201633 1600900 758.553162
"2018-06-27" 1084 1085 1060 -0.0166979760961645 1423500 1005.669739 566 571 557 -0.00177777824599978 671600 545.904724 873 883 866 -0.00571103779551496 6200000 830.98053 8304 8377 8290 0.000958543088010799 475000 8133.925781 787 791 771 -0.00127632435960479 1635500 757.585571
"2018-06-28" 1065 1076 1063 0.0018691594227036 1284700 1007.55127 556 569 556 0.0070922283094923 646400 549.790161 873 893 873 0.0215305767404077 6947000 849.065979 8403 8515 8380 0.0175693028298554 900500 8278.095703 784 784 775 -0.00383877630716523 2135400 754.682983
"2018-06-29" 1071 1075 1058 -0.00561799230422366 1591000 1001.906799 565 572 560 0.00704228262541307 555700 553.675537 887 888 873 -0.0101409319760499 4912600 840.499146 8545 8550 8437 0.00105851230112819 860700 8286.863281 781 783 772 0.00256082086167364 2234300 756.618042
"2018-07-02" 1061 1073 1058 -0.00564973254211854 2550300 996.262146 571 577 567 -0.00527705710084447 426100 550.761536 874 880 863 -0.0194402920415246 4796800 824.317505 8506 8515 8274 -0.0249953503115989 529000 8082.297363 776 777 763 -0.0219789067187754 1876500 740.169922
"2018-07-03" 1061 1068 1046 -0.0018903597311688 2214500 994.380676 567 570 563 0 596300 550.761536 860 862 844 -0.0162983817331197 6288800 810.991333 8330 8350 8130 -0.00981053105589069 822100 8003.393066 758 758 740 -0.0238106486937184 2906500 722.754089
"2018-07-04" 1054 1062 1049 -0.00664454271866877 1838900 987.795349 565 577 565 -0.00176522552456859 608400 549.790161 837 846 829 -0.0225528846624723 7621200 792.905823 8135 8327 8135 0.00920772194727526 485400 8077.42627 739 753 738 0.00133779284166025 1563500 723.721619
"2018-07-05" 1051 1065 1048 0.00380228594973886 1600300 991.55835 567 571 565 -0.00176834705674178 568400 548.818787 832 844 830 0.00119976019190382 6641600 793.857727 8276 8329 8248 0.00108479489936464 591400 8086.193359 750 752 736 -0.0107527917762624 1674200 715.981323
"2018-07-06" 1060 1069 1058 0.00567645800480499 2107300 997.202942 567 583 565 0.0296447165849969 708000 565.331909 859 871 856 0.0376515062036882 6282200 824.317505 8301 8382 8270 0.00600530269819544 726400 8134.900391 739 744 734 -0.00270636159774273 2334000 714.046265
"2018-07-09" 1065 1071 1056 0.00376648279547709 1755900 1000.965942 584 591 578 0.0153455696746603 498200 574.074158 861 862 846 -0.0186485590780725 5033100 809.087585 8350 8427 8337 0.00620749277498867 485700 8185.553711 738 744 733 0.00135409634772898 1219300 715.013794
"2018-07-10" 1074 1094 1070 0.0130720815673522 2347900 1014.136597 596 599 592 0.00337838159162729 453900 576.016907 872 883 864 0.0346855579878893 5795800 837.643616 8446 8486 8364 -0.00465200337969485 513200 8147.563965 747 751 744 0.00674311388489013 1946200 719.85144
"2018-07-11" 1079 1080 1050 -0.0187271390506973 1887200 995.321472 600 601 595 0.0050462680676242 622100 578.930969 867 871 858 -0.0137301928119014 4189400 826.221191 8330 8370 8275 -0.00467374569987911 554400 8109.572754 739 739 729 -0.0189965006906547 2016100 706.305908
"2018-07-12" 1056 1059 1043 -0.00568721912058923 2038700 989.67688 598 600 591 -0.00842464965925149 549600 574.074158 876 882 868 0.0148659112758294 4587700 838.595459 8388 8464 8347 0.00347743020847524 502900 8137.822754 730 732 723 -0.00411805660891762 2634500 703.403259
"2018-07-13" 1063 1070 1054 0.0132202114281341 1856300 1002.847473 594 598 587 0.00674538813953163 458900 577.959595 880 884 870 0.00113443007061154 4020700 839.547363 8431 8550 8385 0.0173256974212883 746200 8280.042969 730 736 728 0.00548698221625887 1812100 707.273438
"2018-07-16" 1066 1066 1066 0 0 1002.847473 595 595 595 0 0 577.959595 882 882 882 0 0 839.547363 8500 8500 8500 0 0 8280.042969 731 731 731 0 0 707.273438
"2018-07-17" 1072 1074 1060 -0.00564441761967682 1384200 997.202942 600 609 599 0.0199673855138682 519200 589.615967 885 907 885 0.014631662268064 6736100 851.92157 8539 8629 8510 0.00971733923981155 597000 8360.896484 731 745 730 0.0108844611984233 2085200 715.013794
"2018-07-18" 1065 1073 1060 0.000942951507870049 1539400 998.143677 608 608 592 -0.0233343920617726 629900 576.016907 910 918 907 0.0221003470006655 5967000 870.958984 8637 8638 8558 -0.00291698474145718 376300 8336.543945 746 750 736 -0.00271002875886506 1974600 713.078735
"2018-07-19" 1066 1085 1061 0.0149675385424057 1815300 1013.19574 593 593 583 -0.013582551765869 377700 568.245972 916 925 909 0.00762115828107301 5541000 877.62207 8562 8583 8524 -0.00398080375825494 371800 8303.422852 739 745 736 0.00541273310675017 2026500 716.948853
"2018-07-20" 1077 1083 1057 -0.00932842585463511 2323000 1003.788208 586 588 574 -0.0155041865359653 557200 559.503723 922 931 912 0 9062500 877.62207 8528 8583 8464 0.00631507185831737 522900 8356.025391 741 746 731 -0.0122201113347753 2158900 708.240967
"2018-07-23" 1061 1063 1054 -0.00752590570034695 1474800 996.262146 576 602 575 0.0408219945202548 673800 582.816345 903 906 892 -0.027489361497798 5941100 853.825317 8522 8557 8502 -0.0050254298482848 395400 8314.137695 728 737 727 0.0027285146532039 1649700 710.176086
"2018-07-24" 1065 1082 1062 0.0205614720378016 1272800 1016.958862 603 606 600 0.00166527931906124 331900 583.78772 916 934 916 0.0350528767550422 8082000 884.285156 8547 8547 8480 -0.00246348884044245 361700 8293.682617 739 748 734 0.0135320062185764 1421500 719.85144
"2018-07-25" 1090 1105 1088 0.0192401720736513 1742000 1036.714844 607 607 602 0.00497926339960753 373500 586.701782 899 905 881 -0.0395221579373395 11231100 850.017883 8525 8581 8511 0.000352298752982705 312800 8296.604492 750 753 745 0.00268456537066886 1156400 721.78656
"2018-07-26" 1122 1123 1105 0.00452694299577772 1634200 1041.418457 609 616 605 0.0164207302123272 317700 596.415466 897 901 854 -0.0411486622787187 14646100 815.75061 8598 8632 8567 0.00958175126981509 399100 8376.481445 758 770 755 0.0290641329439119 1866100 743.07251
"2018-07-27" 1113 1115 1104 0.00630348777859258 1048800 1048.003784 618 618 613 0.00649352931054814 293600 600.300903 856 856 831 -0.0224198181156972 12105700 797.665161 8588 8592 8540 -0.00162942307932035 330500 8362.844727 774 776 767 0.00648931543975007 1558900 747.910217
"2018-07-30" 1111 1126 1109 0.00626400258493032 1353200 1054.589111 619 630 617 0.00966191091173751 533000 606.129089 843 853 842 0.0153940280912916 6256500 810.039429 8515 8536 8460 -0.0106564624583587 333700 8274.200195 774 782 770 0 1737900 747.910217
"2018-07-31" 1128 1133 1116 -0.00267976935711545 2076400 1051.766968 629 629 617 0 539900 606.129089 855 859 847 -0.0011757790890119 5987700 809.087585 8449 8580 8437 0.00422932961250844 610100 8309.267578 768 768 751 -0.0195956629450507 2771700 733.397034
"2018-08-01" 1123 1139 1120 0.0142098305726526 1767800 1066.81897 625 638 615 0.0158985860677978 869100 615.842651 860 877 857 0.0278440261711728 8457800 831.932434 8510 8555 8488 0.0014058109156867 526200 8320.957031 755 757 741 -0.0199873409246125 1697700 718.883911
"2018-08-02" 1131 1145 1121 -0.00974752954925417 1974100 1056.470703 635 645 629 0.0125393492527355 879400 623.613586 868 870 856 -0.0173114536712804 5148600 817.654419 8554 8604 8528 0.00210501773437599 369800 8338.491211 733 742 729 -0.0135503428311079 2257300 709.208557
"2018-08-03" 1118 1123 1108 -0.0044623010233984 1389600 1051.766968 638 638 621 -0.0172824411487484 743900 612.928589 865 867 851 -0.00818239515493957 4378400 810.991333 8550 8550 8486 -0.00257340181788024 326700 8317.061523 721 723 701 -0.0178944898765501 3848100 696.630432
"2018-08-06" 1115 1119 1108 -0.00448230243949954 1295100 1047.06311 631 638 626 0.00631913635147896 545600 616.814026 857 861 851 0.00234466695925484 3044100 812.89502 8521 8590 8503 0.00210600288438911 309100 8334.594727 722 750 721 0.0381517659643764 3186000 723.721619
"2018-08-07" 1112 1128 1110 0.00894460346289794 853700 1056.470703 636 644 631 0.00471328445209807 519500 619.728088 848 858 847 -0.00234466695925484 3739800 810.991333 8566 8645 8544 0.00953828331834927 336100 8414.473633 750 755 742 0.00798939003347865 1549200 729.526917
"2018-08-08" 1132 1151 1130 0.0185272172013002 1786300 1076.226563 639 650 637 0.00625002034517141 563900 623.613586 853 860 851 0.00117302066236391 4013300 811.943176 8627 8700 8587 -0.00301449503639262 478600 8389.146484 751 757 744 -0.0120081496283966 1958800 720.819031
"2018-08-09" 1147 1162 1137 0.012163486193197 1512700 1089.397095 638 646 628 0.00311042241439274 658200 625.556274 850 851 844 -0.00824018788545633 3060000 805.280151 8587 8598 8550 -0.00547244772603328 271500 8343.362305 736 736 725 -0.0230831701828738 2071200 704.370789
"2018-08-10" 1172 1173 1138 -0.0139132679169842 2870500 1074.345093 643 644 635 -0.00623054975063653 432400 621.670837 845 845 825 -0.0215062052209634 5031300 788.146423 8646 8680 8498 -0.00667723443809187 707800 8287.836914 729 729 711 -0.0222231367847101 1969700 688.890137
"2018-08-13" 1176 1180 1117 -0.0105634785095701 3427400 1063.055908 625 632 615 -0.0237165266173163 762400 607.100403 825 825 803 -0.0294138852062931 5153300 765.301697 8508 8669 8486 0.00527520126065362 846000 8331.671875 705 712 693 -0.0212925006514517 2570500 674.377014
"2018-08-14" 1143 1149 1128 0.0166743661423698 1657800 1080.930298 620 639 620 0.0127187724077746 471800 614.871277 812 817 803 0.00743497848751762 4913400 771.012878 8579 8669 8544 0.0133559850754672 637300 8443.697266 704 718 702 0.0268947562001216 1703600 692.760315
"2018-08-15" 1153 1158 1124 -0.0104987840982194 1825900 1069.641235 633 640 632 0.00472814119594656 663700 617.7854 816 818 791 -0.014925650216675 5205900 759.590454 8680 8746 8665 0.00241977418295747 446700 8464.15332 720 720 706 -0.00982464042851827 1517300 685.987488
"2018-08-16" 1128 1165 1126 0.0234691345408464 2649900 1095.041748 626 626 612 -0.0335762955336047 610400 597.386841 790 794 782 -0.0100756519887417 4283900 751.975525 8639 8765 8599 0.00665292658064764 587000 8520.65332 706 717 705 0.00702743580745668 2240900 690.825195
"2018-08-17" 1178 1187 1168 0.0153455696746612 2695000 1111.975342 619 620 612 0.00648300487807862 303700 601.272278 799 803 792 0.0150756624054473 3655500 763.397949 8763 8781 8711 -0.00148732937434737 531500 8507.989258 722 724 717 0.00975617494536518 1506300 697.598022
"2018-08-20" 1185 1189 1171 -0.00849622782908632 1571300 1102.567749 624 626 615 0.00161420535454138 323600 602.243652 797 798 788 -0.0112853862316671 3081300 754.831116 8720 8739 8677 -0.00505051578606874 473700 8465.12793 726 729 720 0.00828734024856992 1097000 703.403259
"2018-08-21" 1164 1179 1163 -0.000853606539240381 1319500 1101.626953 619 623 615 -0.0032310205814472 223400 600.300903 790 795 782 0 3175600 754.831116 8634 8760 8629 0.00401952881118994 604700 8499.22168 725 732 722 -0.00137646270872338 1320600 702.43573
"2018-08-22" 1177 1193 1173 0.0186130585001987 1228500 1122.323608 614 617 606 -0.0163135754915231 466600 590.587341 798 811 797 0.0187388368862473 2778300 769.109131 8744 8748 8696 0.000114606612926949 336800 8500.195313 728 730 717 0.005494519317641 2703200 706.305908
"2018-08-23" 1191 1191 1178 -0.0101096059005537 1276100 1111.034546 602 611 600 0.00164338574372991 341000 591.558655 808 809 789 -0.0237957376752211 4635800 751.023682 8784 8849 8770 0.0128666733773937 575000 8610.271484 755 757 737 0.0216810660613236 2731800 721.78656
"2018-08-24" 1186 1190 1168 -0.00424268773879 1049700 1106.330933 614 628 613 0.0291282729230238 377500 609.043152 790 792 787 0.00126662461519356 2293700 751.975525 8911 9107 8909 0.0295401293051629 754600 8868.415039 752 752 740 -0.00402955548600126 1940300 718.883911
"2018-08-27" 1183 1188 1177 0.00846745109909897 1113800 1115.738403 628 629 623 -0.00319489089651981 242800 607.100403 794 803 791 0.0150756624054473 3189200 763.397949 9130 9139 9022 -0.00827225805863208 520700 8795.354492 746 757 742 0.0160217045312656 1911000 730.494446
"2018-08-28" 1187 1198 1185 0.00336700654790345 1416900 1119.501343 629 629 620 -0.0048115569972218 313300 604.186401 811 814 801 0 4434800 763.397949 9064 9115 9047 0.00662327181129108 609400 8853.801758 765 768 758 0.00396563639334691 1706900 733.397034
"2018-08-29" 1188 1198 1183 0.00502934840500213 2124300 1125.145996 616 626 612 0 475300 604.186401 796 810 795 0.00745345065458025 3239400 769.109131 9047 9097 8982 -0.00728801812426916 556100 8789.510742 760 771 759 0.0118034157248843 1760800 742.10498
"2018-08-30" 1208 1208 1193 0.00417188756940678 1525400 1129.849854 621 627 619 0 326900 604.186401 809 810 793 -0.016219943866763 4022900 756.734863 9095 9114 9031 0.00761803297793229 630900 8856.724609 767 768 752 -0.0157690521182312 2204000 730.494446
"2018-08-31" 1189 1193 1174 -0.010883322157393 1863800 1117.619873 616 622 614 -0.00807106883379127 452300 599.32959 790 793 782 -0.00378072283990605 5006000 753.879272 9077 9148 9061 0.00581237585253191 658700 8908.352539 753 764 753 0.00264550418842369 2047000 732.429504
"2018-09-03" 1190 1190 1156 -0.0221285625107344 1255200 1093.160278 611 612 594 -0.0296074257899388 563200 581.844971 780 781 770 -0.0216983624610787 5184900 737.69751 9120 9187 9090 0.00305710468468945 443400 8935.628906 754 755 739 -0.0227130672392333 1455900 715.981323
"2018-09-04" 1164 1171 1157 0.00600602406021178 1075000 1099.745605 604 606 598 0.00665559861173648 192200 585.730469 771 771 758 -0.0182296714916612 6089800 724.371338 9173 9195 9058 -0.00996995385175836 677700 8846.983398 738 744 735 0.00135043909787136 1708100 716.948853
"2018-09-05" 1156 1164 1149 -0.0120483385161743 1815500 1086.574951 605 615 601 0.00990107098271142 292900 591.558655 760 767 755 -0.00131492458130911 3771900 723.419434 9032 9061 8934 -0.00762645310148713 712500 8779.769531 735 738 730 -0.0122201113347753 2084100 708.240967
"2018-09-06" 1145 1160 1140 -0.00346921423401092 1588400 1082.81189 608 624 604 0.0211218250292822 634700 604.186401 755 766 755 -0.00395517984292848 3770900 720.563904 9007 9023 8943 -0.000221926321371413 472100 8777.820313 727 730 722 -0.00823049913651541 1870100 702.43573
"2018-09-07" 1142 1145 1130 -0.018413497015497 1499600 1063.055908 625 639 623 0.022258470600943 585300 617.7854 751 752 730 -0.0213626281413619 7358700 705.333984 9011 9065 8958 0.00343433561951301 602000 8808.018555 720 726 716 -0.00691087753984654 2327700 697.598022
